,File_Path,Filename,Dataset,Class,Hive,Stratify_Key
413,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____10_50_00.wav,Hive1 31_05_2018_NO_QueenBee____10_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
414,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____11_00_00.wav,Hive1 31_05_2018_NO_QueenBee____11_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
415,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____11_10_00.wav,Hive1 31_05_2018_NO_QueenBee____11_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
416,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____11_20_00.wav,Hive1 31_05_2018_NO_QueenBee____11_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
417,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____11_30_00.wav,Hive1 31_05_2018_NO_QueenBee____11_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
418,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____11_40_00.wav,Hive1 31_05_2018_NO_QueenBee____11_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
419,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____11_50_00.wav,Hive1 31_05_2018_NO_QueenBee____11_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
420,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____12_00_00.wav,Hive1 31_05_2018_NO_QueenBee____12_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
421,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____12_10_00.wav,Hive1 31_05_2018_NO_QueenBee____12_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
422,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____12_20_00.wav,Hive1 31_05_2018_NO_QueenBee____12_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
423,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____12_30_00.wav,Hive1 31_05_2018_NO_QueenBee____12_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
424,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____12_40_00.wav,Hive1 31_05_2018_NO_QueenBee____12_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
425,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____12_50_00.wav,Hive1 31_05_2018_NO_QueenBee____12_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
426,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____13_00_00.wav,Hive1 31_05_2018_NO_QueenBee____13_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
427,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____13_10_00.wav,Hive1 31_05_2018_NO_QueenBee____13_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
428,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____13_20_00.wav,Hive1 31_05_2018_NO_QueenBee____13_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
429,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____13_30_00.wav,Hive1 31_05_2018_NO_QueenBee____13_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
430,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____13_40_00.wav,Hive1 31_05_2018_NO_QueenBee____13_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
431,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____13_50_00.wav,Hive1 31_05_2018_NO_QueenBee____13_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
432,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____14_00_00.wav,Hive1 31_05_2018_NO_QueenBee____14_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
433,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____14_10_00.wav,Hive1 31_05_2018_NO_QueenBee____14_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
434,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____14_20_00.wav,Hive1 31_05_2018_NO_QueenBee____14_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
435,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____14_30_00.wav,Hive1 31_05_2018_NO_QueenBee____14_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
436,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____14_40_00.wav,Hive1 31_05_2018_NO_QueenBee____14_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
437,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____14_50_00.wav,Hive1 31_05_2018_NO_QueenBee____14_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
438,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____15_00_00.wav,Hive1 31_05_2018_NO_QueenBee____15_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
439,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____15_10_00.wav,Hive1 31_05_2018_NO_QueenBee____15_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
440,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____15_20_00.wav,Hive1 31_05_2018_NO_QueenBee____15_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
441,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____15_30_00.wav,Hive1 31_05_2018_NO_QueenBee____15_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
442,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____15_40_00.wav,Hive1 31_05_2018_NO_QueenBee____15_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
443,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____15_50_00.wav,Hive1 31_05_2018_NO_QueenBee____15_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
444,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____16_00_00.wav,Hive1 31_05_2018_NO_QueenBee____16_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
445,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____16_10_00.wav,Hive1 31_05_2018_NO_QueenBee____16_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
446,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____16_20_00.wav,Hive1 31_05_2018_NO_QueenBee____16_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
447,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____16_30_00.wav,Hive1 31_05_2018_NO_QueenBee____16_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
448,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____16_40_00.wav,Hive1 31_05_2018_NO_QueenBee____16_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
449,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____16_50_00.wav,Hive1 31_05_2018_NO_QueenBee____16_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
450,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____17_00_00.wav,Hive1 31_05_2018_NO_QueenBee____17_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
451,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____17_10_00.wav,Hive1 31_05_2018_NO_QueenBee____17_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
452,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____17_20_00.wav,Hive1 31_05_2018_NO_QueenBee____17_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
453,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____17_30_00.wav,Hive1 31_05_2018_NO_QueenBee____17_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
454,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____17_40_00.wav,Hive1 31_05_2018_NO_QueenBee____17_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
455,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____17_50_00.wav,Hive1 31_05_2018_NO_QueenBee____17_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
456,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____18_00_00.wav,Hive1 31_05_2018_NO_QueenBee____18_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
457,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____18_10_00.wav,Hive1 31_05_2018_NO_QueenBee____18_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
458,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____18_20_00.wav,Hive1 31_05_2018_NO_QueenBee____18_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
459,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____18_30_00.wav,Hive1 31_05_2018_NO_QueenBee____18_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
460,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____18_40_00.wav,Hive1 31_05_2018_NO_QueenBee____18_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
461,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____18_50_00.wav,Hive1 31_05_2018_NO_QueenBee____18_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
462,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____19_00_00.wav,Hive1 31_05_2018_NO_QueenBee____19_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
463,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____19_10_00.wav,Hive1 31_05_2018_NO_QueenBee____19_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
464,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____19_20_00.wav,Hive1 31_05_2018_NO_QueenBee____19_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
465,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____19_30_00.wav,Hive1 31_05_2018_NO_QueenBee____19_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
466,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____19_40_00.wav,Hive1 31_05_2018_NO_QueenBee____19_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
467,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____19_50_00.wav,Hive1 31_05_2018_NO_QueenBee____19_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
468,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____20_00_00.wav,Hive1 31_05_2018_NO_QueenBee____20_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
469,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____20_10_00.wav,Hive1 31_05_2018_NO_QueenBee____20_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
470,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____20_20_00.wav,Hive1 31_05_2018_NO_QueenBee____20_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
471,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____20_30_00.wav,Hive1 31_05_2018_NO_QueenBee____20_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
472,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____20_40_00.wav,Hive1 31_05_2018_NO_QueenBee____20_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
473,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____20_50_00.wav,Hive1 31_05_2018_NO_QueenBee____20_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
474,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____21_00_00.wav,Hive1 31_05_2018_NO_QueenBee____21_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
475,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____21_10_00.wav,Hive1 31_05_2018_NO_QueenBee____21_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
476,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____21_20_00.wav,Hive1 31_05_2018_NO_QueenBee____21_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
477,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____21_30_00.wav,Hive1 31_05_2018_NO_QueenBee____21_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
478,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____21_40_00.wav,Hive1 31_05_2018_NO_QueenBee____21_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
479,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____21_50_00.wav,Hive1 31_05_2018_NO_QueenBee____21_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
480,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____22_00_00.wav,Hive1 31_05_2018_NO_QueenBee____22_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
481,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____22_10_00.wav,Hive1 31_05_2018_NO_QueenBee____22_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
482,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____22_20_00.wav,Hive1 31_05_2018_NO_QueenBee____22_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
483,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____22_30_00.wav,Hive1 31_05_2018_NO_QueenBee____22_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
484,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____22_40_00.wav,Hive1 31_05_2018_NO_QueenBee____22_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
485,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____22_50_00.wav,Hive1 31_05_2018_NO_QueenBee____22_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
486,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____23_00_00.wav,Hive1 31_05_2018_NO_QueenBee____23_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
487,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____23_10_00.wav,Hive1 31_05_2018_NO_QueenBee____23_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
488,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____23_20_00.wav,Hive1 31_05_2018_NO_QueenBee____23_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
489,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____23_30_00.wav,Hive1 31_05_2018_NO_QueenBee____23_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
490,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____23_40_00.wav,Hive1 31_05_2018_NO_QueenBee____23_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
491,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____23_50_00.wav,Hive1 31_05_2018_NO_QueenBee____23_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
492,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____00_00_00.wav,Hive3_14_07_2017_NO_QueenBee____00_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
493,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____00_10_00.wav,Hive3_14_07_2017_NO_QueenBee____00_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
494,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____00_20_00.wav,Hive3_14_07_2017_NO_QueenBee____00_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
495,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____00_30_00.wav,Hive3_14_07_2017_NO_QueenBee____00_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
496,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____00_40_00.wav,Hive3_14_07_2017_NO_QueenBee____00_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
497,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____00_50_00.wav,Hive3_14_07_2017_NO_QueenBee____00_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
498,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____01_00_00.wav,Hive3_14_07_2017_NO_QueenBee____01_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
499,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____01_10_00.wav,Hive3_14_07_2017_NO_QueenBee____01_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
500,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____01_20_00.wav,Hive3_14_07_2017_NO_QueenBee____01_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
501,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____01_30_00.wav,Hive3_14_07_2017_NO_QueenBee____01_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
502,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____01_40_00.wav,Hive3_14_07_2017_NO_QueenBee____01_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
503,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____01_50_00.wav,Hive3_14_07_2017_NO_QueenBee____01_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
504,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____02_00_00.wav,Hive3_14_07_2017_NO_QueenBee____02_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
505,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____02_10_00.wav,Hive3_14_07_2017_NO_QueenBee____02_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
506,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____02_20_00.wav,Hive3_14_07_2017_NO_QueenBee____02_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
507,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____02_30_00.wav,Hive3_14_07_2017_NO_QueenBee____02_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
508,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____02_40_00.wav,Hive3_14_07_2017_NO_QueenBee____02_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
509,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____02_50_00.wav,Hive3_14_07_2017_NO_QueenBee____02_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
510,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____03_00_00.wav,Hive3_14_07_2017_NO_QueenBee____03_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
511,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____03_10_00.wav,Hive3_14_07_2017_NO_QueenBee____03_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
512,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____03_20_00.wav,Hive3_14_07_2017_NO_QueenBee____03_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
513,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____03_30_00.wav,Hive3_14_07_2017_NO_QueenBee____03_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
514,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____03_40_00.wav,Hive3_14_07_2017_NO_QueenBee____03_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
515,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____03_50_00.wav,Hive3_14_07_2017_NO_QueenBee____03_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
516,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____04_00_00.wav,Hive3_14_07_2017_NO_QueenBee____04_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
517,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____04_10_00.wav,Hive3_14_07_2017_NO_QueenBee____04_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
518,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____04_20_00.wav,Hive3_14_07_2017_NO_QueenBee____04_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
519,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____04_30_00.wav,Hive3_14_07_2017_NO_QueenBee____04_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
520,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____04_40_00.wav,Hive3_14_07_2017_NO_QueenBee____04_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
521,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____04_50_00.wav,Hive3_14_07_2017_NO_QueenBee____04_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
522,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____05_00_00.wav,Hive3_14_07_2017_NO_QueenBee____05_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
523,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____05_10_00.wav,Hive3_14_07_2017_NO_QueenBee____05_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
524,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____05_20_00.wav,Hive3_14_07_2017_NO_QueenBee____05_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
525,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____05_30_00.wav,Hive3_14_07_2017_NO_QueenBee____05_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
526,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____05_40_00.wav,Hive3_14_07_2017_NO_QueenBee____05_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
527,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____05_50_00.wav,Hive3_14_07_2017_NO_QueenBee____05_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
528,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____06_00_00.wav,Hive3_14_07_2017_NO_QueenBee____06_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
529,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____06_10_00.wav,Hive3_14_07_2017_NO_QueenBee____06_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
530,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____06_20_00.wav,Hive3_14_07_2017_NO_QueenBee____06_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
531,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____06_30_00.wav,Hive3_14_07_2017_NO_QueenBee____06_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
532,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____06_40_00.wav,Hive3_14_07_2017_NO_QueenBee____06_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
533,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____06_50_00.wav,Hive3_14_07_2017_NO_QueenBee____06_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
534,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____07_00_00.wav,Hive3_14_07_2017_NO_QueenBee____07_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
535,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____07_10_00.wav,Hive3_14_07_2017_NO_QueenBee____07_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
536,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____07_20_00.wav,Hive3_14_07_2017_NO_QueenBee____07_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
537,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____07_30_00.wav,Hive3_14_07_2017_NO_QueenBee____07_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
538,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____07_40_00.wav,Hive3_14_07_2017_NO_QueenBee____07_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
539,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____07_50_00.wav,Hive3_14_07_2017_NO_QueenBee____07_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
540,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____08_00_00.wav,Hive3_14_07_2017_NO_QueenBee____08_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
541,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____08_10_00.wav,Hive3_14_07_2017_NO_QueenBee____08_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
542,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____08_20_00.wav,Hive3_14_07_2017_NO_QueenBee____08_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
543,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____08_30_00.wav,Hive3_14_07_2017_NO_QueenBee____08_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
